email_id,model,true_label,true_label_text,raw_response,predicted_label,predicted_label_text,phishing_likelihood,indicators,parse_note,is_correct,is_error,was_repaired,elapsed_seconds,input_tokens,output_tokens,error_message
0,claude-haiku-4-5-20251001,0,LEGÍTIMO,"```json {   ""indicators"": [],   ""phishing_likelihood"": 2,   ""classification"": ""legitimate"" } ```",0,LEGÍTIMO,2,,indicators inválida: [],True,False,False,1.1203,1158,36,
1,claude-haiku-4-5-20251001,1,PHISHING,"```json {   ""indicators"": [     ""Sender domain mismatch: claims to be from uob-edu.net but footer shows danuu.com"",     ""Urgent language: 'undelivered mail', 'system delay', pressure to click link"",     ""Suspicious call-to-action: prominent 'RELEASE ALL' button requesting immediate action"",     ""Generic greeting: no personalization with actual name"",     ""Fake technical pretext: 'system delay' excuse to justify clicking link"",     ""Suspicious email subjects in table: generic business topics designed to seem legitimate"",     ""Footer attribution to danuu.com is inconsistent with claimed uob-edu.net origin""   ],   ""phishing_likelihood"": 92,   ""classification"": ""phishing"" } ```",1,PHISHING,92,"Sender domain mismatch: claims to be from uob-edu.net but footer shows danuu.com | Urgent language: 'undelivered mail', 'system delay', pressure to click link | Suspicious call-to-action: prominent 'RELEASE ALL' button requesting immediate action | Generic greeting: no personalization with actual name | Fake technical pretext: 'system delay' excuse to justify clicking link | Suspicious email subjects in table: generic business topics designed to seem legitimate | Footer attribution to danuu.com is inconsistent with claimed uob-edu.net origin",,True,False,False,2.8253,789,189,
2,claude-haiku-4-5-20251001,0,LEGÍTIMO,"```json {   ""indicators"": [],   ""phishing_likelihood"": 2,   ""classification"": ""legitimate"" } ```",0,LEGÍTIMO,2,,indicators inválida: [],True,False,False,0.853,759,36,
3,claude-haiku-4-5-20251001,1,PHISHING,"```json {   ""indicators"": [     ""No subject line"",     ""Incoherent body text with random words"",     ""No clear sender information provided"",     ""No legitimate business purpose or message"",     ""Appears to be spam or corrupted content""   ],   ""phishing_likelihood"": 75,   ""classification"": ""phishing"" } ```",1,PHISHING,75,No subject line | Incoherent body text with random words | No clear sender information provided | No legitimate business purpose or message | Appears to be spam or corrupted content,,True,False,False,1.5216,313,93,
4,claude-haiku-4-5-20251001,0,LEGÍTIMO,"```json {   ""indicators"": [],   ""phishing_likelihood"": 0,   ""classification"": ""legitimate"" } ```",0,LEGÍTIMO,0,,indicators inválida: [],True,False,False,1.1508,1377,36,
5,claude-haiku-4-5-20251001,0,LEGÍTIMO,"```json {   ""indicators"": [],   ""phishing_likelihood"": 2,   ""classification"": ""legitimate"" } ```",0,LEGÍTIMO,2,,indicators inválida: [],True,False,False,0.7412,546,36,
6,claude-haiku-4-5-20251001,1,PHISHING,"```json {   ""indicators"": [     ""No sender information provided"",     ""No subject line"",     ""Incoherent, nonsensical body text with repeated 'escapenumber' phrases"",     ""No legitimate business purpose or call-to-action"",     ""No links, attachments, or requests for information"",     ""Appears to be random or corrupted text""   ],   ""phishing_likelihood"": 15,   ""classification"": ""legitimate"" } ```  **Justification:** While this email is highly unusual and appears to contain corrupted, nonsensical, or randomly generated text, it lacks the hallmark characteristics of a phishing attempt. There are no suspicious links, no requests for sensitive information, no urgent language, no sender spoofing indicators visible, and no attachments. The email appears to be either a technical error, spam, or corrupted message rather than a targeted phishing attack. The low likelihood reflects that while it's clearly not a legitimate business communication, it doesn't exhibit phishing intent.",0,LEGÍTIMO,15,"No sender information provided | No subject line | Incoherent, nonsensical body text with repeated 'escapenumber' phrases | No legitimate business purpose or call-to-action | No links, attachments, or requests for information | Appears to be random or corrupted text",,False,False,False,2.9241,476,235,
7,claude-haiku-4-5-20251001,0,LEGÍTIMO,"```json {   ""indicators"": [     ""Email is from 2001 (historical/archived message, not current)"",     ""Name mismatch: sender addresses recipient as 'Michelle' but original request from 'James Lokay'"",     ""Multiple forwarding layers with inconsistent sender information"",     ""Generic greeting despite having recipient's name in headers""   ],   ""phishing_likelihood"": 5,   ""classification"": ""legitimate"" } ```  **Justification:** This is a legitimate business confirmation email from Build-A-Bear Workshop regarding a party reservation. While there are some minor inconsistencies (name discrepancy, multiple forwarding layers), these are explained by the forwarding chain and the fact this appears to be an archived email from 2001. The email contains: - Legitimate business details (specific party pricing, policies, contact information) - Professional company signature with verifiable contact details - Reasonable business content (party confirmation, terms, website links) - No requests for sensitive information or suspicious links - Consistent with expected business communication from the era  The indicators present are minor administrative quirks rather than phishing red flags.",0,LEGÍTIMO,5,"Email is from 2001 (historical/archived message, not current) | Name mismatch: sender addresses recipient as 'Michelle' but original request from 'James Lokay' | Multiple forwarding layers with inconsistent sender information | Generic greeting despite having recipient's name in headers",,True,False,False,5.233,1668,261,
8,claude-haiku-4-5-20251001,1,PHISHING,"```json {   ""indicators"": [     ""Urgent/threatening language ('UPDATE REQUIRED URGENT', 'avoid loosing login access')"",     ""Pressure to take immediate action"",     ""Request to click link for account update"",     ""Generic greeting without personalization"",     ""Suspicious sender format mixing email address with vague title"",     ""Poor grammar ('loosing' instead of 'losing')"",     ""Vague reference to 'network service update'"",     ""Generic signature ('Email Network Administrator Team')"",     ""No specific details about what update is needed"",     ""Typical phishing pattern: urgency + click link + account access threat""   ],   ""phishing_likelihood"": 92,   ""classification"": ""phishing"" } ```",1,PHISHING,92,"Urgent/threatening language ('UPDATE REQUIRED URGENT', 'avoid loosing login access') | Pressure to take immediate action | Request to click link for account update | Generic greeting without personalization | Suspicious sender format mixing email address with vague title | Poor grammar ('loosing' instead of 'losing') | Vague reference to 'network service update' | Generic signature ('Email Network Administrator Team') | No specific details about what update is needed | Typical phishing pattern: urgency + click link + account access threat",,True,False,False,2.321,377,183,
9,claude-haiku-4-5-20251001,0,LEGÍTIMO,"```json {   ""indicators"": [     ""Attachment with generic filename (NG060701.pdf) - common phishing vector"",     ""Generic subject line without specific recipient context"",     ""Sender identity not clearly specified in provided email header"",     ""Standard legal disclaimer used to appear legitimate"",     ""PDF attachment requesting to be opened - potential malware delivery""   ],   ""phishing_likelihood"": 65,   ""classification"": ""phishing"" } ```",1,PHISHING,65,Attachment with generic filename (NG060701.pdf) - common phishing vector | Generic subject line without specific recipient context | Sender identity not clearly specified in provided email header | Standard legal disclaimer used to appear legitimate | PDF attachment requesting to be opened - potential malware delivery,,False,False,False,1.7584,612,113,
