email_id,model,true_label,true_label_text,raw_response,predicted_label,predicted_label_text,phishing_likelihood,indicators,parse_note,is_correct,is_error,was_repaired,elapsed_seconds,input_tokens,output_tokens,error_message
0,gemma3_4b_qat,0,LEGÍTIMO,"```json {   ""indicators"": [""Unusual phone number (1-877-331-6867 instead of 1-331-6867)"", ""Forwarded multiple times"", ""Urgent language ('Please advise me soonest')"", ""Generic greeting ('Gentlemen')"", ""Potential domain mismatch (Enron)"", ""Call-in number is slightly different from the subject line""],   ""phishing_likelihood"": 75,   ""classification"": ""phishing"" } ```",1,PHISHING,75,Unusual phone number (1-877-331-6867 instead of 1-331-6867) | Forwarded multiple times | Urgent language ('Please advise me soonest') | Generic greeting ('Gentlemen') | Potential domain mismatch (Enron) | Call-in number is slightly different from the subject line,,False,False,False,13.6598,1111,114,
1,gemma3_4b_qat,1,PHISHING,"```json {   ""indicators"": [""Suspicious subject line"", ""Urgent language"", ""Request to click a link"", ""Unusual domain 'danuu.com'"", ""Generic error message""],   ""phishing_likelihood"": 95,   ""classification"": ""phishing"" } ```",1,PHISHING,95,Suspicious subject line | Urgent language | Request to click a link | Unusual domain 'danuu.com' | Generic error message,,True,False,False,12.5544,819,68,
2,gemma3_4b_qat,0,LEGÍTIMO,"```json {   ""indicators"": [""Unusual subject line"", ""Technical language, potentially used to obscure phishing intent"", ""Request for specific equipment and personnel (Turbo Technik, N.B.Reite, Kongsberg technician) - could be a tactic to gain trust and access"", ""Logistical details (vessel, location, dates) - could be used to verify the email's legitimacy, but also could be fabricated""],   ""phishing_likelihood"": 35,   ""classification"": ""legitimate"" } ```",0,LEGÍTIMO,35,"Unusual subject line | Technical language, potentially used to obscure phishing intent | Request for specific equipment and personnel (Turbo Technik, N.B.Reite, Kongsberg technician) - could be a tactic to gain trust and access | Logistical details (vessel, location, dates) - could be used to verify the email's legitimacy, but also could be fabricated",,True,False,False,12.6235,704,115,
3,gemma3_4b_qat,1,PHISHING,"```json {   ""indicators"": [""No subject"", ""Random words"", ""Lack of context""],   ""phishing_likelihood"": 95,   ""classification"": ""phishing"" } ```",1,PHISHING,95,No subject | Random words | Lack of context,,True,False,False,11.7267,306,48,
4,gemma3_4b_qat,0,LEGÍTIMO,"```json {   ""indicators"": [""No suspicious links or attachments"", ""No urgent or threatening language"", ""Sender information is consistent (Associated Press)""],   ""phishing_likelihood"": 10,   ""classification"": ""legitimate"" } ```",0,LEGÍTIMO,10,No suspicious links or attachments | No urgent or threatening language | Sender information is consistent (Associated Press),,True,False,False,11.7526,1343,59,
5,gemma3_4b_qat,0,LEGÍTIMO,"```json {   ""indicators"": [""Outdated date (2001)"", ""Urgent language (due on December 14, 2001)"", ""Request for contact"", ""Attachment mentioned""],   ""phishing_likelihood"": 65,   ""classification"": ""phishing"" } ```",1,PHISHING,65,"Outdated date (2001) | Urgent language (due on December 14, 2001) | Request for contact | Attachment mentioned",,False,False,False,12.0972,540,72,
6,gemma3_4b_qat,1,PHISHING,"```json {   ""indicators"": [""Unusual subject line"", ""Lack of clear context"", ""Abstract and nonsensical language"", ""No sender information""],   ""phishing_likelihood"": 95,   ""classification"": ""phishing"" } ```",1,PHISHING,95,Unusual subject line | Lack of clear context | Abstract and nonsensical language | No sender information,,True,False,False,11.5374,460,59,
7,gemma3_4b_qat,0,LEGÍTIMO,"```json {   ""indicators"": [""Forwarded message"", ""Yahoo! Auctions link"", ""Unusual sender address (buildabear.com)"", ""Request for deposit"", ""Website links""],   ""phishing_likelihood"": 30,   ""classification"": ""phishing"" } ```",0,LEGÍTIMO,30,Forwarded message | Yahoo! Auctions link | Unusual sender address (buildabear.com) | Request for deposit | Website links,classification (PHISHING) diverge do likelihood (30); usando o likelihood,True,False,False,12.1539,1689,67,
8,gemma3_4b_qat,1,PHISHING,"```json {   ""indicators"": [""Unusual sender address (jose@monkey.org)"", ""Urgent language (\""URGENT\"")"", ""Suspicious domain (monkey.org)"", ""Request for action (CLICK TO UPDATE)"", ""Threat of losing access""],   ""phishing_likelihood"": 95,   ""classification"": ""phishing"" } ```",1,PHISHING,95,"Unusual sender address (jose@monkey.org) | Urgent language (""URGENT"") | Suspicious domain (monkey.org) | Request for action (CLICK TO UPDATE) | Threat of losing access",,True,False,False,12.7599,382,81,
9,gemma3_4b_qat,0,LEGÍTIMO,"```json {   ""indicators"": [""Attachment present"", ""Unusual subject line"", ""Generic greeting"", ""Legal disclaimer""],   ""phishing_likelihood"": 30,   ""classification"": ""legitimate"" } ```",0,LEGÍTIMO,30,Attachment present | Unusual subject line | Generic greeting | Legal disclaimer,,True,False,False,11.7197,592,53,
10,gemma3_4b_qat,1,PHISHING,"```json {   ""indicators"": [""Generic greeting"", ""Urgent language ('Action Required')"", ""Tracking number included"", ""Automated message claim"", ""Unsubscribe link (though present, it's a common tactic)"", ""No specific sender information beyond 'our service'""],   ""phishing_likelihood"": 75,   ""classification"": ""phishing"" } ```",1,PHISHING,75,"Generic greeting | Urgent language ('Action Required') | Tracking number included | Automated message claim | Unsubscribe link (though present, it's a common tactic) | No specific sender information beyond 'our service'",,True,False,False,12.5747,368,84,
11,gemma3_4b_qat,0,LEGÍTIMO,"```json {   ""indicators"": [""Unusual sender names (ENRON, ECT)"", ""Reference to a specific company (Nippon Chemi-con)"", ""Request for discussion about credit terms""],   ""phishing_likelihood"": 65,   ""classification"": ""phishing"" } ```",1,PHISHING,65,"Unusual sender names (ENRON, ECT) | Reference to a specific company (Nippon Chemi-con) | Request for discussion about credit terms",,False,False,False,11.7603,792,69,
12,gemma3_4b_qat,0,LEGÍTIMO,"```json {   ""indicators"": [""Unusual subject line"", ""Urgent language"", ""Requests for information (ticket availability)"", ""Links to external sites""],   ""phishing_likelihood"": 65,   ""classification"": ""phishing"" } ```",1,PHISHING,65,Unusual subject line | Urgent language | Requests for information (ticket availability) | Links to external sites,,False,False,False,11.4274,1036,60,
13,gemma3_4b_qat,1,PHISHING,"```json {   ""indicators"": [""Suspicious domain name (siomanioa.com)"", ""Request for bank account details"", ""Urgent language (account closed, refund)"", ""Shortened URL""],   ""phishing_likelihood"": 90,   ""classification"": ""phishing"" } ```",1,PHISHING,90,"Suspicious domain name (siomanioa.com) | Request for bank account details | Urgent language (account closed, refund) | Shortened URL",,True,False,False,11.4093,502,70,
